paperId,title
1045,User profiling in personal information agents: a survey
1046,Metadata application profile for agricultural learning resources
1047,Music recommendation using text analysis on song requests to radio stations
1048,A user meta-model for context-aware recommender systems
1049,Guest Editors' Introduction: Recommender Systems
1050,Efficient and Effective Clustering Methods for Spatial Data Mining
1051,OntoShare: a knowledge management environment for virtual communities of practice
1052,Educational metadata in use
1053,Draft standard for learning technology-Learning Object Metadata-ISO/IEC 11404
1054,An international Cooperation scheme for STPs and AIs: The framework of Creative Economy Promotion Program
1055,Multiagent Q-Learning for Aloha-Like Spectrum Access in Cognitive Radio Systems
1056,Multiagent system for learning objects retrieval with context attributes
1057,Using chatbots for network management training through problem-based oriented education
1058,Hybrid recommendation approach for learning material based on sequential pattern of the accessed material and the learner{\textquoteright}s preference tree
1059,Knowledge Management for Shared Earth Modelling
1060,Eye-Tracking Students' Attention to PowerPoint Photographs in a Science Education Setting
1061,Empirical Analysis of Predictive Algorithms for Collaborative Filtering
1062,Extended Abstracts Proceedings of the 2006 Conference on Human Factors in Computing Systems  CHI 2006  Montr\\'e\al  Qu\\'e\bec  Canada  April 22-27  2006
1063,Text-based domain ontology building using Tf-Idf and metric clusters techniques
1064,Analysis of Web Usage Patterns in Consideration of Various Contextual Factors
1065,Designing a three-layer ontology in a web-based interconnection scenario
1066,About the Authors
1067,ARVORES DE CONHECIMENTOS  AS
1068,ACM Symposium on Document Engineering
1069,Dataset-driven research for improving TEL recommender systems
1070,Programming agents with Jason
1071,What is a knowledge representation?
1072,Building an Arabic learning object repository with an ad hoc recommendation engine
1073,Recommendations for learners are different: Applying memory-based recommender system techniques to lifelong learning
1074,Survey of clustering algorithms
1075,The dilemma of the honest researcher.
1076,IJCAI 2007  Proceedings of the 20th International Joint Conference on Artificial Intelligence  Hyderabad  India  January 6-12  2007
1077,Recommender systems in e-commerce
1078,A context-aware researcher recommendation system for university-industry collaboration on R{\&}amp;D projects
1079,2009 International Conference on Computational Science and Engineering
1080,From SCORM to Common Cartridge: A step forward
1081,Debating big data: A literature review on realizing value from big data
1082,Knowledge-based Recommender Systems
1083,Market-Oriented Cloud Computing: Vision  Hype  and Reality for Delivering IT Services as Computing Utilities
1084,Determining the importance of Hospital Information System adoption factors using Fuzzy Analytic Network Process (ANP)
1085,Theory of clumps
1086,Multimedia recommendation and transmission system based on cloud platform
1087,Discovering Good Sources for Recommender Systems
1088,University Life of Non-Traditional Students: Engagement Styles and Impact on Attrition
1089,Folksonomy-based personalized search by hybrid user profiles in multiple levels
1090,SMORE: Towards a semantic modeling for knowledge representation on social media
1091,A hybrid system of pedagogical pattern recommendations based on singular value decomposition and variable data attributes
1092,ARKTOS: a knowledge engineering software tool for images
1093,Hybrid Web Recommender Systems
1094,LNAI 4068 - Semantology: Basic Methods for Knowledge Representations
1095,Personalized e-learning: a goal oriented approach
1096,Metadados para Objetos de Aprendizagem: prova de conceito do modelo UMBRELO
1097,NOIE
1098,Detection of tourists attraction points using Instagram profiles
1099,Discover learning path for group users: A profile-based approach
1100,Overcoming human trafficking via operations research and analytics: Opportunities for methods  models  and applications
1101,A fuzzy linguistic model to evaluate the quality of Library 2.0 functionalities
1102,A review of clustering techniques and developments
1103,A general framework for intelligent recommender systems
1104,A systematic review of scholar context-aware recommender systems
1105,Descoberta de Conhecimento em Textos
1106,Gest\{\textasciitilde}ao do conhecimento
1107,DSpace or Fedora: Which One Should I Choose? | DuraSpace
1108,L{\'o}gica para Computa{\c c}{\~a}o
1109,Microsoft Word - 01.committees.doc
1110,SlidesJason-C3
1111,A probabilistic approach to semantic collaborative filtering using world knowledge
1112,The Use of Web services as a Strategy for Integration of LORs to LMSs
1113,Social cyber systems{\textemdash}Challenges  opportunities  and beyond
1114,Working Knowledge: How Organizations Manage What They Know
1115,Next generation digital classroom assessment based on learning trajectories
1116,LC-Lecture5
1117,Social recommender systems for web 2.0 folksonomies
1118,MANAGERIAL COGNITIVE CAPABILITIES AND THE MICROFOUNDATIONS OF DYNAMIC CAPABILITIES
1119,Ontological technologies for user modelling
1120,M{\'e}todo e T{\'e}cnica
1121,LC-Lecture4
1122,Content-Independent Task-Focused Recommendation
1123,Stochastic matching and collaborative filtering to recommend people to people
1124,A Ci{\^e}ncia da Opini{\~a}o: Estado da arte em Sistemas de Recomenda{\c c}{\~a}o. Cap{\'\i}tulo 1
1125,PHP
1126,Proceedings of the Twenty-Second AAAI Conference on Artificial Intelligence  July 22-26  2007  Vancouver  British Columbia  Canada
1127,User credit-based collaborative filtering
1128,Estado da Arte em Ambientes Inteligentes de Aprendizagem que consideram a Afetividade do Aluno
1129,Notes toward a politics of personalization
1130,Cloud computing and emerging IT platforms - Vision  hype  and reality for delivering computing as the 5th utility.
1131,Case-based recommender systems: A unifying view
1132,Interoperable Bayesian Agents for Collaborative Learning
1133,Using Ontological Modeling in a Context-Aware Summarization System to Adapt Text for Mobile Devices
1134,Knowledge Representation and Reasoning
1135,HANDELkompetent {\textendash} Situation Aware Learning in Retail
1136,Attention please!: learning analytics for visualization and recommendation
1137,How to Share and Reuse Learning Resources: The ARIADNE Experience
1138,There is more to context than location
1139,LC-Lecture26
1140,Personalization and Context-awareness in Social Local Search: State-of-the-art and Future Research Challenges
1141,Sema{\^{ }}ntica da Lo ́gica de Primeira Ordem
1142,2010 International Conference on Advanced Intelligence and Awareness Internet (AIAI 2010)
1143,IMS AccessForAll Meta-data Overview
1144,Computer science and game theory
1145,Sat Solvers
1146,Login NABS TDM - AlliaGranHotelBrasilia
1147,Pragmatically Yours
1148,An ontology-based approach to Chinese semantic advertising
1149,Using ontological engineering to overcome common AI-ED problems
1150,Data Mining tasks in Bioinformatics
1151,Social learning network analysis model to identify learning patterns using ontology clustering techniques and meaningful learning
1152,Gest{\~a}o de Conhecimento
1153,Logic programming and knowledge representation
1154,Recommending Learning Objects According to a Teachers{\textquoteright} Contex Model
1155,Combining Content-Based and Collaborative Filters in an Online Newspaper
1156,Formal Ontology  Conceptual Analysis and Knowledge Representation
1157,An algorithmic framework for performing collaborative filtering
1158,Complexidade de Algoritmos
1159,Institutional repository software comparison: DSpace  EPrints  Digital Commons  Islandora and Hydra
1160,Programming agents with Jason
1161,36th Annual Hawaii International Conference on System Sciences  2003. Proceedings of the
1162,Exploiting digital TV users' preferences in a tourism recommender system based on semantic reasoning
1163,OWL 2: The next step for OWL
1164,A Personalized Recommender System from Probabilistic Relational Model and Users{\textquoteright} Preferences
1165,Recommender Systems in Technology Enhanced Learning
1166,A Federated Retrieval System for Learning Objects
1167,A study of heterogeneity in recommendations for a social music service
1168,The PageRank Citation Ranking: Bringing Order to the Web
1169,Castagne_Michel_LIBR596_IR_comparison_2013
1170,Provision of distance learning services over Interactive Digital TV with MHP
1171,Reasoning and ontologies for personalized e-learning in the semantic web
1172,Identifying Areas of Tension in the field of technology-enhanced learning: Results of an international Delphi study
1173,The probable foundations of sustainabilism: Information  energy and entropy based definition of capital  Homo Sustainabiliticus and the need for a {\textquotedblleft}new gold{\textquotedblright}
1174,The Shift of Information Literacy Towards Research 2.0
1175,Workshop de Capacita{\c c}{\~a}o em Escrita Cient{\'\i}fica
1176,Recommender system application developments: A survey
1177,LC-Lecture3
1178,Trust Based Recommender System for Semantic Web
1179,A Generic Multipurpose recommender System for Contextual Recommendations
1180,T{\'e}cnicas de Recomenda{\c c}{\~a}o para usu{\'a}rios de Bibliotecas Digitais
1181,Colabora\cc\{\textasciitilde}ao em ambientes inteligentes de aprendizagem mediada por um agente social probabil$\backslash$'$\backslash$istico
1182,Mining sequential patterns from multidimensional sequence data
1183,ABSTUR: An Agent-based Simulator for Tourist Urban Routes
1184,From virtual communities to network sociality-revisiting different concepts of social relations in the network society'
1185,Personalized information retrieval based on context and ontological knowledge
1186,A collaborative Bayesian net editor to medical learning environments
1187,Trust and Deception in Mediated Communication
1188,Trust-aware recommender systems
1189,Creating personalized documents: an optimization approach
1190,programac{\c\}a{\textasciitilde}o evento 'sistemas de informac{\c\}a{\textasciitilde}o e acervos digitais'
1191,Applications of a collaborative learning ontology
1192,Conceito de Cultura Digital
1193,LC-Lecture1
1194,Gest{\~a}o de Conhecimento: o que {\'e}  para que serve e o que eu tenha a ver com isso!
1195,PolyLens: A recommender system for groups of users
1196,The Morgan Kaufmann Series in Data Management Systems
1197,Repository 2. 0: Social dynamics to support community building in learning object repositories
1198,Extraction of logical rules to describe students' learning behavior
1199,SISTEMA PARA APOIO {\`{A}} APRENDIZAGEM COLABORATIVA
1200,Knowledge modeling at the millennium
1201,Trusting expert- versus user-generated ratings online: The role of information volume  valence  and consumer characteristics
1202,Making students' work visible on the social web: A blessing or a curse?
1203,A survey of trust in computer science and the Semantic Web
1204,www.paams.net/papers/articles/paams/workshops/CONTEXTS-11.pdf
1205,The Adaptive Web  Methods and Strategies of Web Personalization
1206,2 Definindo conhecimento
1207,An introduction to description logics
1208,Trust in recommender systems
1209,The Information Retrieval Series
1210,From Tapestry to SVD: A Survey of the Algorithms That Power Recommender Systems
1211,Key figure impact in trust-enhanced recommender systems
1212,Intelligent system applications in electronic tourism
1213,Are you ready for knowledge sharing? An empirical study of virtual communities
1214,Unsupervised consensus analysis for on-line review and questionnaire data
1215,Adapting neighborhood and matrix factorization models for context aware recommendation
1216,2010 International Conference on Recent Trends in Information  Telecommunication and Computing
1217,Methods and techniques of adaptive hypermedia
1218,Ontology Engineering in a Networked World
1219,Complexidade de Algoritmos Complexidade de Algoritmos
1220,Personalized electronic program guides for digital TV
1221,Incorporating contextual information in recommender systems using a multidimensional approach
1222,Template-Based Design in COLIBRI Studio
1223,Sistemas De Conhecimento Com O Uso De Commonkads E Ontologias
1224,Addressing uncertainty in implicit preferences
1225,Evolutionary computation in China: A literature survey
1226,A survey on pervasive education
1227,21 High-Paying Jobs of the Future
1228,The Role of the Facilitator in Building and Sustaining Communities of Practice | Communities and Collaboration
1229,A policy based approach to security for the semantic web
1230,An ontology-based approach for sharing digital resources in Teacher Education
1231,A Survey of Context-Aware Mobile Computing Research
1232,Data Mining tasks in Bioinformatics
1233,L{\'o}gica para Computa{\c c}{\~a}o
1234,A survey on game theory applications in wireless networks
1235,Removing redundancy and inconsistency in memory-based collaborative filtering
1236,Research Paper Recommender Systems: A Subspace Clustering Approach
1237,An architecture for combining semantic web techniques with intelligent tutoring systems
1238,The FAIR Guiding Principles for scientific data management and stewardship
1239,Integrating knowledge-based and collaborative-filtering recommender systems
1240,Intelligent Tutoring Systems: New Challenges and Directions
1241,Content-based methods in peer assessment of open-response questions to grade students as authors and as graders
1242,A survey on ontology creation methodologies
1243,Autodesenvolvimento e Compet\^encias: O caso do Trabalhador de Conhecimento como Especialista
1244,Nature Debates: Scientific publishing on the 'semantic web'
1245,Research Paper Recommender Systems: A Subspace Clustering Approach
1246,E-Commerce Recommendation Applications
1247,Scientific methods in computer science
1248,Proposta Brasileira de Metadados para Objetos de Aprendizagem Baseados em Agentes (OBAA)
1249,Artificial Neural Network models for Data Mining tasks in Bioinformatics
1250,Inter-Enterprise Networking in Developing Regions: An International Stability Perspective
1251,Semantology: basic methods for knowledge representations
1252,A\\cc\\\{\textasciitilde}a\o 2.2 -- M\\'o\dulo Produtividade Educacional com Base nas Pesquisas Domiciliares e no Censo Demogr\\'a\fico
1253,Dropbox - Erro
1254,Application Profiles: A Tutorial
1255,Investigating Context Awareness of Affective Computing Systems: A Critical Approach
1256,E-commerce recommenders' authority: applying the user's opinion relevance in recommender systems
1257,Adaptive educational hypermedia systems in technology enhanced learning: a literature review
1258,IEEE Xplore Full-Text PDF:
1259,Ontologies in amine platform: Structures and processes
1260,The symbol grounding problem has been solved. so what{\textquoteright}s next
1261,Clustering by means of medoids
1262,Aquisi{\c c}{\~a}o de Conhecimento
1263,Personalized Print Markup Language
1264,Team members' perceptions of online teamwork learning experiences and{\&}nbsp;building teamwork trust: A qualitative study
1265,Overview of knowledge sharing and reuse components: Ontologies and problem-solving methods
1266,www.moderna.com.br/lumis/portal/file/fileDownload.jsp?fileId=8A8A8A833F33698B013F346E30DA7B17
1267,Special issue on knowledge representation
1268,Being accurate is not enough: how accuracy metrics have hurt recommender systems
1269,There is more to context than location
1270,Issues in knowledge level modelling
1271,Negotiating trust in the Web
1272,Minds On The Move: New Links From Psychology To Tourism
1273,Vehicle to Vehicle GeoNetworking using Wireless Sensor Networks
1274,Database of medical images for development of teaching materials for classes of coloproctology
1275,A Survey of Collaborative Filtering Techniques
1276,Semantic Web technologies for context-aware museum tour guide applications
1277,L{\'o}gica para Computa{\c c}{\~a}o
1278,A Survey Paper on Recommender Systems
1279,Documenting Visual Quality Controls on the Evaluation of Petroleum Reservoir-rocks through Ontology-based Image Annotation
1280,KAoS policy and domain services: toward a description-logic approach to policy representation  deconfliction  and enforcement
1281,How to build a recommender system?
1282,Recommendation as link prediction in bipartite graphs: A graph kernel-based machine learning approach
1283,Hybrid Learning and Continuing Education
1284,Toward the next generation of recommender systems: a survey of the state-of-the-art and possible extensions
1285,Agent Mining Engaging Multiagent Systems with Data Mining and Learning
1286,Estado da arte em preserva{\c c}{\~a}o digital
1287,Librari.an.droid: DSpace vs. EPrints vs. Fedora (in brief)
1288,Reasoning About Trust: A Formal Logical Framework
1289,Application of dimensionality reduction in recommender systems--a case study
1290,A visual recommender tool in a collaborative learning experience
1291,Ten simple rules for doing your best research  according to Hamming.
1292,An OWL Ontology for IEEE-LOM and OBAA Metadata
1293,A trust-enhanced recommender system application: Moleskiing
1294,Component recommendation for composite application development
1295,Case-Based Learning  Pedagogical Innovation  and Semantic Web Technologies. 
1296,LC-Lecture15
1297,Algorithms for Reinforcement Learning
1298,A{\c c}{\~a}o: {\textquotedblleft}Sistemas de Informa{\c c}{\~a}o e Acervos Digitais{\textquotedblright}
1299,A Computational Model of Trust and Reputation for E-businesses
1300,Artificial Intelligence Applications and Innovations
1301,SIOC: Content Exchange and Semantic Interoperability Between Social Networks
1302,The DILIGENT knowledge processes
1303,Recommender systems with social regularization
1304,Education 2030 Incheon Declaration and framework for action: Towards inclusive and equitable quality education and lifelong learning for all
1305,A Study in Knowledge Ontology Building in the Area of Knowledge Engineering
1306,Research Issues in Web Data Mining
1307,Social information filtering for music recommendation
1308,LNAI 1867 - Pragmatically Yours 
1309,Automatic Text Processing: The Transformation  Analysis  and Retrieval of Information by Computer
1310,Recommendations Using Information from Selected Sources with the ISIRES Methodology
1311,The economics of crowdfunding platforms
1312,Racioc\'\inio Dedutivo  Racioc\'\inio Indutivo
1313,New metrics for reputation management in P2P networks
1314,Representa\cc\{\textasciitilde}ao de Conhecimento Formalismos Simb\'olicos de Representa\cc\{\textasciitilde}ao de Conhecimento Representa\cc\{\textasciitilde}ao Conhecimento Representa\cc\{\textasciitilde}ao de Conhecimento {\textbullet} Normalmente descrito pelos objetos do Representa\cc\{\textasciitilde}ao Baseada em L\'ogica
1315,On the Move to Meaningful Internet Systems 2006: CoopIS  DOA  GADA  and ODBASE  OTM Confederated International Conferences  CoopIS  DOA  GADA  and ODBASE 2006  Montpellier  France  October 29 - November 3  2006. Proceedings  Part I
1316,Improving the effectiveness of collaborative recommendation with ontology-based user profiles
1317,CLASSIC: A structural data model for objects
1318,PHP
1319,NSW Government Education {\&} Communites
1320,Taxicab geometry
1321,An Overview of Usage Data Formats for Recommendations in TEL
1322,LNAI 4068 - Development of Intelligent Systems and Multi-Agents Systems with Amine Platform
1323,Item-based collaborative filtering recommendation algorithms
1324,Empirical research methodologies and studies in Requirements Engineering: How far did we come?
1325,Knowledge Representation and Reasoning 
1326,Collective intelligence as mechanism of medical diagnosis: The iPixel approach
1327,Automatic acquisition of a taxonomy of microblogs users{\textquoteright} interests
1328,Anais do Workshop de Inform{\'a}tica na Escola
1329,Collaborative Recommender Agents Based on Case-Based Reasoning and Trust
1330,Intelligent agents: Theory and practice
1331,Scouts  promoters  and connectors: The roles of ratings in nearest-neighbor collaborative filtering
1332,The Semantic Web
1333,Effective learning in the presence of adaptive counterparts
1334,Haslhofer
1335,Complete Metadata Records in Learning Object Repositories: Some Evidence and Requirements
1336,A New Genre of Recommender Systems Based on Modern Paradigms of Data Filtering
1337,Sistemas de Conhecimento Utilizando Racioc{\'\i}nio Baseado em Casos
1338,Sistemas Multiagentes
1339,Urban computing in the wild: A survey on large scale participation and citizen engagement with ubiquitous computing  cyber physical systems  and Internet of Things
1340,Microsoft Word - wp645-mcnee.doc
1341,Integrating Metadata Harvesting with Semantic Search
1342,PolyLens: A recommender system for groups of users
1343,Decentralized trust management
1344,Intelligent learning objects: An agent based approach of learning objects
1345,Exploiting Digital TV Users' Preferences in a Tourism Recommender System based on Semantic Reasoning
1346,Mutually Dependent: Power  Trust  Affect and the Use of Deception in Negotiation
1347,Markov games as a framework for multi-agent reinforcement learning
1348,An integration of reputation-based and policy-based trust management
1349,MySQL
1350,Contextual user experience: how to reflect it in interaction designs?
1351,Social media use by government: From the routine to the critical
1352,Rich Mobile Applications: Genesis  taxonomy  and open issues
1353,L{\'o}gica para Computa{\c c}{\~a}o
1354,Survey of Clustering Algorithms
1355,Towards Ontological Profiles in Communities of Practice
1356,Citizen  Territory and Technologies: Smart Learning Contexts and Practices: Proceedings of the 2nd International Conference on Smart Learning Ecosystems {\ldots}
1357,Elicitation{\textemdash}Extracting Knowledge from Experts
1358,Linked data for open and distance learning
1359,Solving the cold-start problem in recommender systems with social tags
1360,A Recommender System for Device Sharing Based on Context-Aware and Personalization
1361,Dynamic Bayesian Networks
1362,Twitter in academic events: A study of temporal usage  communication  sentimental and topical patterns in 16 Computer Science conferences
1363,Basic concepts in modal logic
1364,Problemas Pertencentes {\`a} Classe NP
1365,Towards Cloud-Based Knowledge Capturing Based on Natural Language Processing
1366,Rede de Ontologias: apoio sem{\^a}ntico a linha de produtos de objetos de aprendizagem
1367,An Intelligent Tutoring System (ITS) view on AOSE
1368,SAT Modeling and connection to CSP
1369,Wayward agents in a commuting scenario (personalities in the minority game)
1370,Mining Chat Discussions
1371,Reconsidering assessment in online/hybrid courses: Knowing versus learning
1372,Projeto do Sistema
1373,GroupLens
1374,Simplified Common Logic: A flexible framework for information interchange based on firts-order logic
1375,New research directions for data and knowledge engineering: A philosophy of language approach
1376,Uma Abordagem Baseada em Algoritmo Gen{\'e}tico para Recomenda{\c c}{\~a}o de Objetos de Aprendizagem Sens{\'\i}vel ao Contexto do Estudante
1377,www.moderna.com.br%2Flumis%2Fportal%2Ffile%2FfileDownload.jsp%3FfileId%3D8A8A8A833F33698B013F346E30DA7B17{\&}title=www.moderna.com.br/lumis/portal/file/fileDownload.jsp?fileId=8A8A8A833F33698B013F346E30DA7B17
1378,MIZOGUCHI LABORATORY
1379,L{\'o}gica para Computa{\c c}{\~a}o
1380,Description logics in data management
1381,A Per{\'\i}cia
1382,Optimal learning environments to promote student engagement
1383,Situation-Aware Mobile Service Recommendation with Fuzzy Logic and Semantic Web
1384,Submarino
1385,Recommendation quality  transparency  and website quality for trust-building in recommendation agents
1386,Introduction to the Special Issue: Recommender Systems
1387,L{\'o}gica para Computa{\c c}{\~a}o
1388,Concept-based knowledge discovery in texts extracted from the Web
1389,The Semantic Web Revisited
1390,Trust based recommender system for semantic web
1391,Ontology Development 101: A Guide to Creating Your First Ontology
1392,Problemas Pertencentes \`a Classe NP
1393,The OAI2LOD Server - Exposing OAI-PMH Metadata as Linked Data
1394,Empirical analysis of predictive algorithms for collaborative filtering
1395,TRUSTe: an online privacy seal program
1396,Research paper recommender systems: A random-walk based approach
1397,How I Explained REST to My Wife
1398,Internet  o que {\'e}  o que oferece  como conectar-se
1399,ITS  Agents  BDI  and Affection: Trying to Make a Plan Come Together
1400,Gamified learning: A role-playing approach to increase student in-class motivation
1401,Cultivating the sense of belonging and motivating user participation in virtual communities: A social capital perspective
1402,Understanding  building and using ontologies
1403,Logic  self-awareness and self-improvement: The metacognitive loop and the problem of brittleness
1404,Sistema de Recomenda{\c c}{\~a}o para apoio {\`a} colabora{\c c}{\~a}o em ambientes baseados em conhecimento
1405,Methontology: from ontological art towards ontological engineering
1406,Artificial Neural Network models for Data Mining tasks in Bioinformatics
1407,The Zone of Proximal Development between Adaptive Learning and Reputation-based Group Activities.
1408,Modeling recommendations for the educational domain
1409,Mobile app adoption in different life stages: An empirical analysis
1410,The SIOC project: semantically-interlinked online communities  from humans to machines
1411,A group recommendation system with consideration of interactions among group members
1412,Guia de Dados Abertos {\textemdash} Open Data Handbook
1413,Personalising learning through the use of technology
1414,Semantic Web in data mining and knowledge discovery: A comprehensive survey
1415,Content availability  pollution and poisoning in file sharing peer-to-peer networks
1416,Taxicab conics: an exploration into the world of Taxicab geometry
1417,Ontology-based metadata for e-learning content
1418,L{\'o}gica para Computa{\c c}{\~a}o
1419,Submarino
1420,s40561-014-0005-4
1421,Complexidade de Algoritmos
1422,Comparing Recommendation Strategies in a Commercial Context
1423,On service discovery in mobile social networks: Survey and perspectives
1424,Short Paper: Citizen Sensing within a Real Time Passenger Information System.
1425,Recommenders everywhere:: the WikiLens community-maintained recommender system
1426,Context relevance assessment for recommender systems
1427,Overview of knowledge sharing and reuse components: Ontologies and problem-solving methods
1428,Institutional repository software comparison: DSpace  EPrints  Digital Commons  Islandora and Hydra
1429,International Encyclopedia of the Social {\&} Behavioral Sciences (Second Edition)
1430,Methontology: from ontological art towards ontological engineering
1431,The semantic web
1432,Engenharia de Conhecimento Principais id\'eias da defini\cc\{\textasciitilde}ao de conhecimento do Peter Drucker Principais id\'eias da defini\cc\{\textasciitilde}ao de conhecimento do Peter Drucker
1433,A Lexical database for English language
1434,Moral Sentiments in the Iterated Prisoner's Dilemma and in Multi-Agent Systems
1435,Intelligent Data-Centric Systems
1436,Advances in Web-Based Learning {\textendash} ICWL 2014
1437,Negotiating trust in the Web
1438,Can we predict success from log data in VLEs? Classification of interactions for learning analytics and their relation with performance in VLE-supported F2F and online learning
1439,Investiga{\c c}{\~a}o sobre a Identifica{\c c}{\~a}o de Assuntos em Mensagens de Chat
1440,Measuring retrieval effectiveness based on user preference of documents
1441,MANUAL DE MONTAGEM DE UM CLUSTER BEOWULF SOB A PLATAFORMA GNU/LINUX
1442,THE FUTURE UNIVERSITY: Ideas and Possibilities
1443,Constructionist design methodology for interactive intelligences
1444,The internet of things: A survey
1445,User modeling in position auctions: re-considering the GSP and VCG mechanisms
1446,Volvo intelligent news: A context aware multi modal proactive recommender system for in-vehicle use
1447,JISC InfoKit
1448,Associations between technological scaffolding and micro-level processes of self-regulated learning: A workplace study
1449,2010 Second IITA International Conference on Geoscience and Remote Sensing
1450,Evaluating Recommendation Systems.
1451,Knowledge Engineering Suite: A Tool to Create Ontologies for Automatic Knowledge Representation in Knowledge-Based Systems
1452,Toward Principles for the Design of Ontologies Used for Knowledge Sharing
1453,LNAI 1600 - An Overview of Planning under Uncertainty
1454,Data Clustering Analysis
1455,Comprehensive analysis of Student{\textquoteright}s Academic Failure Classification through Role-Sphere Influence and Flow betwenness centrality
1456,Ontology Development 101 A Guide to Creating Your First Ontology
1457,Protege OWL tutorial at Manchester (School of Computer Science {\textendash} The University of Manchester)
1458,Context-Aware Recommender Systems for Learning: A Survey and Future Challenges.
1459,Data-driven Modeling for Diabetes
1460,User credit-based collaborative filtering
1461,How Semantic Technology Drives Agile Business
1462,Hybrid recommender systems: Survey and experiments
1463,Supporting social recommendations with activity-balanced clustering
1464,Overview of Knowledge Sharing and Reuse Components: Ontologies and Problem-Solving Methods
1465,Research on Several Recommendation Algorithms
1466,Logic and Verification
1467,A Framework for Cross-Platform Graph-based Recommendations for TEL
1468,Classes de complexidade de P at{\'e} ELEMENTAR
1469,A social software/Web 2.0 approach to collaborative knowledge engineering
1470,Ontology Development 101: A Guide to Creating Your First Ontology
1471,Institutional repository software comparison: DSpace  EPrints  Digital Commons  Islandora and Hydra
1472,Microsoft Word - 2015-nmc-technology-outlook-brazilian-universities-PT.docx
1473,Content-boosted collaborative filtering
1474,Como Contribuir para um padr{\~a}o do W3C
1475,The Educational Semantic Web: Visioning and Practicing the Future of Education
1476,Semantic web recommender systems
1477,8410.full.pdf
1478,LC-Lecture18
1479,Reputation Systems: Facilitating Trust in Internet Interactions
1480,DBpedia: A Nucleus for a Web of Open Data
1481,Utilizing Federated Knowledge in Semantic Web Applications
1482,Ranking in evolving complex networks
1483,Equality
1484,Multi-objective optimization for long tail recommendation
1485,Ontological Foundations of Conceptual Modeling and Knowledge Representation.
1486,Raciocinio
1487,Foundations of knowledge representation and reasoning
1488,Approximating web communities using subspace decomposition
1489,SIOC in action representing the dynamics of online communities
1490,Compliance checking in the PolicyMaker trust management system
1491,Accounting for taste: using profile similarity to improve recommender systems
1492,Dynamic Profiles Using Sentiment Analysis for VAA's Recommendation Design
1493,Digital Rights Expression Languages (DRE
1494,Ontological user profiling in recommender systems
1495,Abstracting massive data for lightweight intrusion detection in computer networks
1496,Recommender systems
1497,Does Digital Teaching Platform Make a Difference?
1498,Content-Based Filtering with Tags: The FIRSt System
1499,An Operational Definition of Context
1500,Introduction: culture-bound syndromes.
1501,Harnessing the power of social bookmarking for improving tag-based recommendations
1502,13 - Data Mining Trends and Research Frontiers
1503,An E-learning Content Authoring tool for Transforming DICOM into SCORM
1504,Getting Started: Creating Fedora Objects using the Contet Model Architecture
1505,L{\'o}gica para Computa{\c c}{\~a}o
1506,Ontology development 101: A guide to creating your first ontology
1507,A survey of trust in computer science and the Semantic Web
1508,Toward the modeling of data provenance in scientific publications
1509,A survey of Context-aware Recommender System and services
1510,L{\'o}gica para Computa{\c c}{\~a}o
1511,Logic-based knowledge representation
1512,Educational data mining: A survey and a data mining-based analysis of recent works
1513,ScienceDirect - Computers \{\&} Education : Bayesian networks for student model engineering
1514,Using Filtering Agents to Improve Prediction Quality in the GroupLens Research Collaborative Filtering System
1515,An animated pedagogical agent that interacts affectively with the student
1516,On-to-knowledge methodology (OTKM)
1517,GroupLens: an open architecture for collaborative filtering of netnews
1518,Complexidade de Algoritmos
1519,Emphasis for \H\ighly Customized Documents
1520,Complexidade de Algoritmos
1521,Experiences with a knowledge-based tutoring system for student education in rheumatology
1522,Advances in Information Retrieval  32nd European Conference on IR Research  ECIR 2010  Milton Keynes  UK  March 28-31  2010. Proceedings
1523,Comparison of Triple Stores
1524,MOOC-Rec: A Case Based Recommender System for MOOCs
1525,Sistema de Recomenda\\cc\\\{\textasciitilde}a\o para Apoio \\`a\ Colabora\\cc\\\{\textasciitilde}a\o: Programa de Pesquisa e Desenvolvimento para Capacita\\cc\\\{\textasciitilde}a\o de Pequenos Grupos Acad\\^e\micos
1526,CanCore: Metadata for Learning Objects
1527,The \$\backslash$TeX\ Book
1528,Semantic Annotation of Ubiquitous Learning Environments
1529,Print Preview - C:\DOCUME{\textasciitilde}1\emoscara\LOCALS{\textasciitilde}1\Temp\2\.aptcache\17TKDEindex-rev\17TKDEindex-rev
1530,Research paper recommender systems: A random-walk based approach
1531,Communication Content Ontology for Learner Model Agent in Multi-agent Architecture
1532,Expressive multimodal conversational acts for SAIBA agents
1533,A comprehensive comparison study of document clustering for a biomedical digital library MEDLINE
1534,Recommender systems handbook KANTOR Paul B.  RICCI Francesco  ROKACH Lior  SHAPIRA Bracha
1535,The World-Wide Web: Quagmire or Gold Mine?
1536,Comparing and evaluating information retrieval algorithms for news recommendation
1537,A neuro-advertising property video recommendation system
1538,Applying affective tactics for a better learning
1539,Online Selection of Mediated and Domain-Specific Predictions for Improved Recommender Systems
1540,Sequential three-way decision and granulation for cost-sensitive face recognition
1541,Ontology change: classification and survey
1542,Coauthorship networks and academic literature recommendation
1543,A research framework of smart education
1544,Microsoft PowerPoint - Semantic Networks and Frames
1545,Technology and workforce: Comparison between the information revolution and the industrial revolution
1546,UNIVERSIDADE DE S{\~A}O PAULO
1547,Crafting a balance between big data utility and protection in the semantic data cloud
